mmkp_a_07.txt,24585
mmkp_a_08.txt,36856
mmkp_a_09.txt,49147
mmkp_a_10.txt,61435
mmkp_a_11.txt,73749
mmkp_a_12.txt,86067
mmkp_a_13.txt,98388
mmkp_b_01.txt,10714
mmkp_b_02.txt,13594
mmkp_b_03.txt,10940
mmkp_b_04.txt,14432
mmkp_b_05.txt,17037
mmkp_b_06.txt,16804
mmkp_b_07.txt,16410
mmkp_b_08.txt,17486
mmkp_b_09.txt,17746
mmkp_b_10.txt,19287
mmkp_b_11.txt,19414
mmkp_b_12.txt,21719
mmkp_b_13.txt,21230
mmkp_b_14.txt,32235
mmkp_b_15.txt,38329
mmkp_b_16.txt,42617
mmkp_b_17.txt,53139
mmkp_b_18.txt,59792
mmkp_b_19.txt,64013
mmkp_b_20.txt,75032
mmkp_c_21.txt,44212
mmkp_c_22.txt,41104
mmkp_c_23.txt,41630
mmkp_c_24.txt,40914
mmkp_c_25.txt,44126
mmkp_c_26.txt,44440
mmkp_c_27.txt,87564
mmkp_c_28.txt,134568
mmkp_c_29.txt,179134
mmkp_c_30.txt,214130
mmkp_d_100.txt,253779
mmkp_d_101.txt,182340
mmkp_d_102.txt,215755
mmkp_d_103.txt,186905
mmkp_d_105.txt,176424
mmkp_d_106.txt,228071
mmkp_d_107.txt,253023
mmkp_d_108.txt,238091
mmkp_d_109.txt,210971
mmkp_d_10.txt,27257
mmkp_d_110.txt,178988
mmkp_d_111.txt,161440
mmkp_d_112.txt,197946
mmkp_d_113.txt,281721
mmkp_d_114.txt,327493
mmkp_d_115.txt,264978
mmkp_d_116.txt,303307
mmkp_d_117.txt,299415
mmkp_d_118.txt,324075
mmkp_d_119.txt,361412
mmkp_d_11.txt,29233
mmkp_d_120.txt,324318
mmkp_d_121.txt,260743
mmkp_d_122.txt,367139
mmkp_d_123.txt,325433
mmkp_d_124.txt,267175
mmkp_d_129.txt,42784
mmkp_d_12.txt,30244
mmkp_d_130.txt,63184
mmkp_d_131.txt,61689
mmkp_d_132.txt,61694
mmkp_d_133.txt,60116
mmkp_d_134.txt,48143
mmkp_d_135.txt,56166
mmkp_d_136.txt,68704
mmkp_d_137.txt,58270
mmkp_d_138.txt,50949
mmkp_d_139.txt,65344
mmkp_d_13.txt,30833
mmkp_d_140.txt,66326
mmkp_d_141.txt,66247
mmkp_d_142.txt,58494
mmkp_d_143.txt,69306
mmkp_d_144.txt,61296
mmkp_d_145.txt,150999
mmkp_d_146.txt,157353
mmkp_d_147.txt,146912
mmkp_d_148.txt,152242
mmkp_d_149.txt,136374
mmkp_d_14.txt,40773
mmkp_d_150.txt,152172
mmkp_d_151.txt,143701
mmkp_d_152.txt,139786
mmkp_d_153.txt,126363
mmkp_d_154.txt,152210
mmkp_d_155.txt,163386
mmkp_d_156.txt,145316
mmkp_d_158.txt,161931
mmkp_d_159.txt,133693
mmkp_d_15.txt,25335
mmkp_d_160.txt,148396
mmkp_d_161.txt,277206
mmkp_d_162.txt,284063
mmkp_d_163.txt,269479
mmkp_d_164.txt,304016
mmkp_d_165.txt,301551
mmkp_d_166.txt,318174
mmkp_d_167.txt,286888
mmkp_d_168.txt,294504
mmkp_d_169.txt,242743
mmkp_d_16.txt,31337
mmkp_d_170.txt,319837
mmkp_d_171.txt,257614
mmkp_d_172.txt,354238
mmkp_d_173.txt,318389
mmkp_d_174.txt,331888
mmkp_d_175.txt,324254
mmkp_d_176.txt,242817
mmkp_d_177.txt,433446
mmkp_d_178.txt,405266
mmkp_d_179.txt,432550
mmkp_d_17.txt,71606
mmkp_d_180.txt,401370
mmkp_d_181.txt,353276
mmkp_d_182.txt,401151
mmkp_d_183.txt,499568
mmkp_d_184.txt,394546
mmkp_d_18.txt,72879
mmkp_d_193.txt,88107
mmkp_d_194.txt,72381
mmkp_d_195.txt,60771
mmkp_d_196.txt,68896
mmkp_d_197.txt,72086
mmkp_d_198.txt,67009
mmkp_d_199.txt,60834
mmkp_d_19.txt,69161
mmkp_d_1.txt,25647
mmkp_d_200.txt,72926
mmkp_d_201.txt,72006
mmkp_d_202.txt,68862
mmkp_d_203.txt,79250
mmkp_d_204.txt,66101
mmkp_d_205.txt,80488
mmkp_d_206.txt,73178
mmkp_d_207.txt,75560
mmkp_d_208.txt,72120
mmkp_d_209.txt,154054
mmkp_d_20.txt,60357
mmkp_d_210.txt,197702
mmkp_d_211.txt,172730
mmkp_d_212.txt,207223
mmkp_d_213.txt,174927
mmkp_d_214.txt,199225
mmkp_d_215.txt,165113
mmkp_d_216.txt,196176
mmkp_d_217.txt,176542
mmkp_d_218.txt,203859
mmkp_d_219.txt,192741
mmkp_d_21.txt,78084
mmkp_d_220.txt,186763
mmkp_d_221.txt,180793
mmkp_d_222.txt,184072
mmkp_d_223.txt,205255
mmkp_d_224.txt,182604
mmkp_d_225.txt,464793
mmkp_d_226.txt,368042
mmkp_d_227.txt,338560
mmkp_d_228.txt,320557
mmkp_d_229.txt,455177
mmkp_d_22.txt,81851
mmkp_d_230.txt,327961
mmkp_d_231.txt,373042
mmkp_d_232.txt,390259
mmkp_d_233.txt,358462
mmkp_d_234.txt,395559
mmkp_d_235.txt,325760
mmkp_d_236.txt,352469
mmkp_d_23.txt,93092
mmkp_d_241.txt,466020
mmkp_d_242.txt,556842
mmkp_d_243.txt,490647
mmkp_d_244.txt,501354
mmkp_d_24.txt,76842
mmkp_d_25.txt,68207
mmkp_d_26.txt,73149
mmkp_d_27.txt,74419
mmkp_d_28.txt,50730
mmkp_d_29.txt,77166
mmkp_d_2.txt,29554
mmkp_d_30.txt,67197
mmkp_d_31.txt,92055
mmkp_d_32.txt,65948
mmkp_d_33.txt,150927
mmkp_d_34.txt,180749
mmkp_d_35.txt,125881
mmkp_d_36.txt,150819
mmkp_d_37.txt,176280
mmkp_d_38.txt,146211
mmkp_d_39.txt,138766
mmkp_d_3.txt,29148
mmkp_d_40.txt,131258
mmkp_d_41.txt,136427
mmkp_d_42.txt,158952
mmkp_d_43.txt,139031
mmkp_d_44.txt,136437
mmkp_d_45.txt,91968
mmkp_d_46.txt,149490
mmkp_d_47.txt,156988
mmkp_d_48.txt,159423
mmkp_d_49.txt,207682
mmkp_d_4.txt,30147
mmkp_d_50.txt,186773
mmkp_d_51.txt,225188
mmkp_d_52.txt,183225
mmkp_d_53.txt,183755
mmkp_d_54.txt,208355
mmkp_d_55.txt,180331
mmkp_d_56.txt,236372
mmkp_d_57.txt,201570
mmkp_d_59.txt,215571
mmkp_d_5.txt,32680
mmkp_d_60.txt,201614
mmkp_d_61.txt,233661
mmkp_d_62.txt,184811
mmkp_d_64.txt,232813
mmkp_d_65.txt,42367
mmkp_d_66.txt,52294
mmkp_d_67.txt,43809
mmkp_d_68.txt,45800
mmkp_d_69.txt,43494
mmkp_d_6.txt,33215
mmkp_d_70.txt,46909
mmkp_d_71.txt,43007
mmkp_d_72.txt,52348
mmkp_d_73.txt,52005
mmkp_d_74.txt,41565
mmkp_d_75.txt,47617
mmkp_d_76.txt,43166
mmkp_d_77.txt,50229
mmkp_d_78.txt,28580
mmkp_d_79.txt,43693
mmkp_d_7.txt,32172
mmkp_d_80.txt,41223
mmkp_d_81.txt,104915
mmkp_d_82.txt,125937
mmkp_d_83.txt,107342
mmkp_d_84.txt,99958
mmkp_d_85.txt,103560
mmkp_d_86.txt,115273
mmkp_d_87.txt,117091
mmkp_d_88.txt,104018
mmkp_d_89.txt,148993
mmkp_d_8.txt,29202
mmkp_d_90.txt,97112
mmkp_d_91.txt,81934
mmkp_d_92.txt,119293
mmkp_d_93.txt,109457
mmkp_d_94.txt,111588
mmkp_d_95.txt,116733
mmkp_d_97.txt,197450
mmkp_d_98.txt,227576
mmkp_d_99.txt,229882
mmkp_d_9.txt,31219
